,number,token,if_predicate,if_argument
16878,116,the,0,0
16879,116,Council,0,0
16880,116,on,0,0
16881,116,American,0,0
16882,116,-,0,0
16883,116,Islamic,0,0
16884,116,Relations,0,0
16885,116,advocacy,0,0
16886,116,group,0,0
16887,116,.,0,0
16888,116,"""",0,0
16889,116,We,0,0
16890,116,believe,1,0
16891,116,this,0,1
16892,116,is,1,0
16893,116,an,0,1
16894,116,ill,0,0
16895,116,-,0,0
16896,116,advised,1,0
16897,116,term,0,1
16898,116,and,0,0
16899,116,we,0,1
16900,116,believe,1,0
16901,116,that,0,0
16902,116,it,0,1
16903,116,is,1,0
16904,116,counterproductive,0,0
16905,116,to,0,1
16906,116,associate,1,0
16907,116,Islam,0,0
16908,116,or,0,1
16909,116,Muslims,0,0
16910,116,with,0,0
16911,116,fascism,0,0
16912,116,",",0,1
16913,116,"""",0,0
16914,116,said,1,0
16915,116,Nihad,0,0
16916,116,Awad,0,0
16917,116,",",0,1
16918,116,executive,0,0
16919,116,director,0,1
16920,116,of,0,0
16921,116,the,0,0
16922,116,Council,0,0
16923,116,on,0,0
16924,116,American,0,0
16925,116,-,0,0
16926,116,Islamic,0,0
16927,116,Relations,0,0
16928,116,advocacy,0,0
16929,116,group,0,0
16930,116,.,0,0
16931,116,"""",0,0
16932,116,We,0,0
16933,116,believe,1,0
16934,116,this,0,1
16935,116,is,1,0
16936,116,an,0,1
16937,116,ill,0,0
16938,116,-,0,0
16939,116,advised,1,0
16940,116,term,0,1
16941,116,and,0,0
16942,116,we,0,1
16943,116,believe,1,0
16944,116,that,0,0
16945,116,it,0,1
16946,116,is,1,0
16947,116,counterproductive,0,0
16948,116,to,0,1
16949,116,associate,1,0
16950,116,Islam,0,0
16951,116,or,0,1
16952,116,Muslims,0,0
16953,116,with,0,0
16954,116,fascism,0,0
16955,116,",",0,1
16956,116,"""",0,0
16957,116,said,1,0
16958,116,Nihad,0,0
16959,116,Awad,0,0
16960,116,",",0,1
16961,116,executive,0,0
16962,116,director,0,1
16963,116,of,0,0
16964,116,the,0,0
16965,116,Council,0,0
16966,116,on,0,0
16967,116,American,0,0
16968,116,-,0,0
16969,116,Islamic,0,0
16970,116,Relations,0,0
16971,116,advocacy,0,0
16972,116,group,0,0
16973,116,.,0,0
16974,116,"""",0,0
16975,116,We,0,0
16976,116,believe,1,0
16977,116,this,0,1
16978,116,is,1,0
16979,116,an,0,1
16980,116,ill,0,0
16981,116,-,0,0
16982,116,advised,1,0
16983,116,term,0,1
16984,116,and,0,0
16985,116,we,0,1
16986,116,believe,1,0
16987,116,that,0,0
16988,116,it,0,1
16989,116,is,1,0
16990,116,counterproductive,0,0
16991,116,to,0,1
16992,116,associate,1,0
16993,116,Islam,0,0
16994,116,or,0,1
16995,116,Muslims,0,0
16996,116,with,0,0
16997,116,fascism,0,0
16998,116,",",0,1
16999,116,"""",0,0
17000,116,said,1,0
17001,116,Nihad,0,0
17002,116,Awad,0,0
17003,116,",",0,1
17004,116,executive,0,0
17005,116,director,0,1
17006,116,of,0,0
17007,116,the,0,0
17008,116,Council,0,0
17009,116,on,0,0
17010,116,American,0,0
17011,116,-,0,0
17012,116,Islamic,0,0
17013,116,Relations,0,0
17014,116,advocacy,0,0
17015,116,group,0,0
17016,116,.,0,0
17017,116,"""",0,0
17018,116,We,0,0
17019,116,believe,1,0
17020,116,this,0,1
17021,116,is,1,0
17022,116,an,0,1
17023,116,ill,0,0
17024,116,-,0,0
17025,116,advised,1,0
17026,116,term,0,1
17027,116,and,0,0
17028,116,we,0,1
17029,116,believe,1,0
17030,116,that,0,0
17031,116,it,0,1
17032,116,is,1,0
17033,116,counterproductive,0,0
17034,116,to,0,1
17035,116,associate,1,0
17036,116,Islam,0,0
17037,116,or,0,1
17038,116,Muslims,0,0
17039,116,with,0,0
17040,116,fascism,0,0
17041,116,",",0,1
17042,116,"""",0,0
17043,116,said,1,0
17044,116,Nihad,0,0
17045,116,Awad,0,0
17046,116,",",0,1
17047,116,executive,0,0
17048,116,director,0,1
17049,116,of,0,0
17050,116,the,0,0
17051,116,Council,0,0
17052,116,on,0,0
17053,116,American,0,0
17054,116,-,0,0
17055,116,Islamic,0,0
17056,116,Relations,0,0
17057,116,advocacy,0,0
17058,116,group,0,0
17059,116,.,0,0
17060,116,"""",0,0
17061,116,We,0,0
17062,116,believe,1,0
17063,116,this,0,1
17064,116,is,1,0
17065,116,an,0,1
17066,116,ill,0,0
17067,116,-,0,0
17068,116,advised,1,0
17069,116,term,0,1
17070,116,and,0,0
17071,116,we,0,1
17072,116,believe,1,0
17073,116,that,0,0
17074,116,it,0,1
17075,116,is,1,0
17076,116,counterproductive,0,0
17077,116,to,0,1
17078,116,associate,1,0
17079,116,Islam,0,0
17080,116,or,0,1
17081,116,Muslims,0,0
17082,116,with,0,0
17083,116,fascism,0,0
17084,116,",",0,1
17085,116,"""",0,0
17086,116,said,1,0
17087,116,Nihad,0,0
17088,116,Awad,0,0
17089,116,",",0,1
17090,116,executive,0,0
17091,116,director,0,1
17092,116,of,0,0
17093,116,the,0,0
17094,116,Council,0,0
17095,116,on,0,0
17096,116,American,0,0
17097,116,-,0,0
17098,116,Islamic,0,0
17099,116,Relations,0,0
17100,116,advocacy,0,0
17101,116,group,0,0
17102,116,.,0,0
17103,117,Which,0,0
17104,117,is,1,0
17105,117,why,0,0
17106,117,he,0,1
17107,117,did,1,0
17108,117,n't,0,0
17109,117,say,1,0
17110,117,we,0,1
17111,117,'re,1,0
17112,117,at,0,0
17113,117,war,0,0
17114,117,with,0,0
17115,117,Islamic,0,0
17116,117,people,0,0
17117,117,.,0,0
17118,117,Which,0,0
17119,117,is,1,0
17120,117,why,0,0
17121,117,he,0,1
17122,117,did,1,0
17123,117,n't,0,0
17124,117,say,1,0
17125,117,we,0,1
17126,117,'re,1,0
17127,117,at,0,0
17128,117,war,0,0
17129,117,with,0,0
17130,117,Islamic,0,0
17131,117,people,0,0
17132,117,.,0,0
17133,117,Which,0,0
17134,117,is,1,0
17135,117,why,0,0
17136,117,he,0,1
17137,117,did,1,0
17138,117,n't,0,0
17139,117,say,1,0
17140,117,we,0,1
17141,117,'re,1,0
17142,117,at,0,0
17143,117,war,0,0
17144,117,with,0,0
17145,117,Islamic,0,0
17146,117,people,0,0
17147,117,.,0,0
17148,117,Which,0,0
17149,117,is,1,0
17150,117,why,0,0
17151,117,he,0,1
17152,117,did,1,0
17153,117,n't,0,0
17154,117,say,1,0
17155,117,we,0,1
17156,117,'re,1,0
17157,117,at,0,0
17158,117,war,0,0
17159,117,with,0,0
17160,117,Islamic,0,0
17161,117,people,0,0
17162,117,.,0,0
17163,117,Which,0,0
17164,117,is,1,0
17165,117,why,0,0
17166,117,he,0,1
17167,117,did,1,0
17168,117,n't,0,0
17169,117,say,1,0
17170,117,we,0,1
17171,117,'re,1,0
17172,117,at,0,0
17173,117,war,0,0
17174,117,with,0,0
17175,117,Islamic,0,0
17176,117,people,0,0
17177,117,.,0,0
17178,118,We,0,0
17179,118,'re,1,0
17180,118,at,0,0
17181,118,war,0,0
17182,118,with,0,0
17183,118,Islamic,0,0
17184,118,fascists,0,0
17185,118,.,0,0
17186,118,We,0,0
17187,118,'re,1,0
17188,118,at,0,0
17189,118,war,0,0
17190,118,with,0,0
17191,118,Islamic,0,0
17192,118,fascists,0,0
17193,118,.,0,0
17194,119,By,0,0
17195,119,using,1,0
17196,119,the,0,1
17197,119,word,0,1
17198,119,"""",0,1
17199,119,Islamic,0,0
17200,119,"""",0,1
17201,119,as,1,0
17202,119,an,0,1
17203,119,adjective,0,1
17204,119,Bush,0,0
17205,119,was,1,0
17206,119,purposely,0,0
17207,119,not,0,0
17208,119,associating,1,0
17209,119,Muslims,0,0
17210,119,with,0,0
17211,119,fascism,0,0
17212,119,",",0,0
17213,119,hence,0,0
17214,119,the,0,1
17215,119,qualifier,0,1
17216,119,.,0,0
17217,119,By,0,0
17218,119,using,1,0
17219,119,the,0,1
17220,119,word,0,1
17221,119,"""",0,1
17222,119,Islamic,0,0
17223,119,"""",0,1
17224,119,as,1,0
17225,119,an,0,1
17226,119,adjective,0,1
17227,119,Bush,0,0
17228,119,was,1,0
17229,119,purposely,0,0
17230,119,not,0,0
17231,119,associating,1,0
17232,119,Muslims,0,0
17233,119,with,0,0
17234,119,fascism,0,0
17235,119,",",0,0
17236,119,hence,0,0
17237,119,the,0,1
17238,119,qualifier,0,1
17239,119,.,0,0
17240,119,By,0,0
17241,119,using,1,0
17242,119,the,0,1
17243,119,word,0,1
17244,119,"""",0,1
17245,119,Islamic,0,0
17246,119,"""",0,1
17247,119,as,1,0
17248,119,an,0,1
17249,119,adjective,0,1
17250,119,Bush,0,0
17251,119,was,1,0
17252,119,purposely,0,0
17253,119,not,0,0
17254,119,associating,1,0
17255,119,Muslims,0,0
17256,119,with,0,0
17257,119,fascism,0,0
17258,119,",",0,0
17259,119,hence,0,0
17260,119,the,0,1
17261,119,qualifier,0,1
17262,119,.,0,0
17263,120,And,0,0
17264,120,if,0,0
17265,120,you,0,1
17266,120,have,1,0
17267,120,n't,0,0
17268,120,heard,1,0
17269,120,by,0,0
17270,120,now,0,0
17271,120,",",0,1
17272,120,the,0,1
17273,120,roster,0,1
17274,120,of,0,1
17275,120,suspected,1,0
17276,120,terrorists,0,0
17277,120,has,1,0
17278,120,not,0,0
17279,120,a,1,0
17280,120,Tom,0,0
17281,120,",",0,1
17282,120,Dick,0,0
17283,120,or,0,0
17284,120,Harry,0,0
17285,120,among,0,1
17286,120,them,0,0
17287,120,:,0,0
17288,120,And,0,0
17289,120,if,0,0
17290,120,you,0,1
17291,120,have,1,0
17292,120,n't,0,0
17293,120,heard,1,0
17294,120,by,0,0
17295,120,now,0,0
17296,120,",",0,1
17297,120,the,0,1
17298,120,roster,0,1
17299,120,of,0,1
17300,120,suspected,1,0
17301,120,terrorists,0,0
17302,120,has,1,0
17303,120,not,0,0
17304,120,a,1,0
17305,120,Tom,0,0
17306,120,",",0,1
17307,120,Dick,0,0
17308,120,or,0,0
17309,120,Harry,0,0
17310,120,among,0,1
17311,120,them,0,0
17312,120,:,0,0
17313,120,And,0,0
17314,120,if,0,0
17315,120,you,0,1
17316,120,have,1,0
17317,120,n't,0,0
17318,120,heard,1,0
17319,120,by,0,0
17320,120,now,0,0
17321,120,",",0,1
17322,120,the,0,1
17323,120,roster,0,1
17324,120,of,0,1
17325,120,suspected,1,0
17326,120,terrorists,0,0
17327,120,has,1,0
17328,120,not,0,0
17329,120,a,1,0
17330,120,Tom,0,0
17331,120,",",0,1
17332,120,Dick,0,0
17333,120,or,0,0
17334,120,Harry,0,0
17335,120,among,0,1
17336,120,them,0,0
17337,120,:,0,0
17338,121,Umir,0,0
17339,121,Hussain,0,0
17340,121,",",0,0
17341,121,24,0,0
17342,121,",",0,0
17343,121,London,0,0
17344,121,E14,0,0
17345,122,Muhammed,0,0
17346,122,Usman,0,0
17347,122,Saddique,0,0
17348,122,",",0,0
17349,122,24,0,0
17350,122,",",0,0
17351,122,London,0,0
17352,122,E17,0,0
17353,123,Waheed,0,0
17354,123,Zaman,0,0
17355,123,",",0,0
17356,123,22,0,0
17357,123,",",0,0
17358,123,London,0,0
17359,123,E17,0,0
17360,124,Assan,0,0
17361,124,Abdullah,0,0
17362,124,Khan,0,0
17363,124,",",0,0
17364,124,22,0,0
17365,124,",",0,0
17366,124,London,0,0
17367,124,E17,0,0
17368,125,Waseem,0,0
17369,125,Kayani,0,0
17370,125,",",0,0
17371,125,28,0,0
17372,125,",",0,0
17373,125,High,0,0
17374,125,Wycombe,0,0
17375,126,Waheed,0,0
17376,126,Arafat,0,0
17377,126,Khan,0,0
17378,126,",",0,1
17379,126,24,0,1
17380,126,",",0,1
17381,126,London,0,0
17382,126,E17,0,0
17383,127,Cossor,0,0
17384,127,Ali,0,0
17385,127,",",0,0
17386,127,24,0,0
17387,127,",",0,0
17388,127,London,0,0
17389,127,E17,0,0
17390,128,Tayib,0,0
17391,128,Rauf,0,0
17392,128,",",0,0
17393,128,21,0,0
17394,128,",",0,0
17395,128,Birmingham,0,0
17396,129,Ibrahim,0,0
17397,129,Savant,0,0
17398,129,",",0,0
17399,129,26,0,0
17400,129,",",0,0
17401,129,London,0,0
17402,129,E17,0,0
17403,130,Osman,0,0
17404,130,Adam,0,0
17405,130,Khatib,0,0
17406,130,",",0,0
17407,130,20,0,0
17408,130,",",0,0
17409,130,London,0,0
17410,130,E17,0,0
17411,131,Shamin,0,0
17412,131,Mohammed,0,0
17413,131,Uddin,0,0
17414,131,",",0,0
17415,131,36,0,0
17416,131,",",0,0
17417,131,Stoke,0,0
17418,131,Newington,0,0
17419,132,Amin,0,0
17420,132,Asmin,0,0
17421,132,Tariq,0,0
17422,132,",",0,0
17423,132,23,0,0
17424,132,",",0,0
17425,132,London,0,0
17426,132,E17,0,0
17427,133,Shazad,0,0
17428,133,Khuram,0,0
17429,133,Ali,0,0
17430,133,",",0,0
17431,133,27,0,0
17432,133,",",0,0
17433,133,High,0,0
17434,133,Wycombe,0,0
17435,134,Tanvir,0,0
17436,134,Hussain,0,0
17437,134,",",0,0
17438,134,24,0,0
17439,134,",",0,0
17440,134,London,0,0
17441,134,E10,0,0
17442,135,Umar,0,0
17443,135,Islam,0,0
17444,135,",",0,0
17445,135,28,0,0
17446,135,",",0,0
17447,135,(,0,0
17448,135,born,1,0
17449,135,Brian,0,0
17450,135,Young,0,0
17451,135,),0,0
17452,135,High,0,0
17453,135,Wycombe,0,0
17454,136,Assad,0,0
17455,136,Sarwar,0,0
17456,136,",",0,0
17457,136,25,0,0
17458,136,",",0,0
17459,136,High,0,0
17460,136,Wycombe,0,0
17461,137,Abdullah,0,0
17462,137,Ali,0,0
17463,137,",",0,0
17464,137,26,0,0
17465,137,",",0,0
17466,137,London,0,0
17467,137,E17,0,0
17468,138,Abdul,0,0
17469,138,Muneem,0,0
17470,138,Patel,0,0
17471,138,",",0,0
17472,138,17,0,0
17473,138,",",0,0
17474,138,London,0,0
17475,138,E5,0,0
17476,139,Nabeel,0,0
17477,139,Hussain,0,0
17478,139,",",0,0
17479,139,21,0,0
17480,139,",",0,0
17481,139,Waltham,0,0
17482,139,Forest,0,0
17483,139,Lest,0,0
17484,139,you,0,1
17485,139,be,1,0
17486,139,confused,1,0
17487,139,with,0,0
17488,139,the,0,0
17489,139,suspects,0,0
17490,139,from,0,0
17491,139,an,0,0
17492,139,earlier,0,0
17493,139,plot,0,0
17494,139,foiled,1,0
17495,139,in,0,0
17496,139,Canada,0,0
17497,139,a,0,1
17498,139,few,0,0
17499,139,months,0,0
17500,139,ago,0,0
17501,139,:,0,0
17502,139,Fahim,0,0
17503,139,Ahmad,0,0
17504,139,",",0,0
17505,139,21,0,0
17506,139,",",0,0
17507,139,Toronto,0,0
17508,139,;,0,0
17509,139,Nabeel,0,0
17510,139,Hussain,0,0
17511,139,",",0,0
17512,139,21,0,0
17513,139,",",0,0
17514,139,Waltham,0,0
17515,139,Forest,0,0
17516,139,Lest,0,0
17517,139,you,0,1
17518,139,be,1,0
17519,139,confused,1,0
17520,139,with,0,0
17521,139,the,0,0
17522,139,suspects,0,0
17523,139,from,0,0
17524,139,an,0,0
17525,139,earlier,0,0
17526,139,plot,0,0
17527,139,foiled,1,0
17528,139,in,0,0
17529,139,Canada,0,0
17530,139,a,0,1
17531,139,few,0,0
17532,139,months,0,0
17533,139,ago,0,0
17534,139,:,0,0
17535,139,Fahim,0,0
17536,139,Ahmad,0,0
17537,139,",",0,0
17538,139,21,0,0
17539,139,",",0,0
17540,139,Toronto,0,0
17541,139,;,0,0
17542,139,Nabeel,0,0
17543,139,Hussain,0,0
17544,139,",",0,0
17545,139,21,0,0
17546,139,",",0,0
17547,139,Waltham,0,0
17548,139,Forest,0,0
17549,139,Lest,0,0
17550,139,you,0,1
17551,139,be,1,0
17552,139,confused,1,0
17553,139,with,0,0
17554,139,the,0,0
17555,139,suspects,0,0
17556,139,from,0,0
17557,139,an,0,0
17558,139,earlier,0,0
17559,139,plot,0,0
17560,139,foiled,1,0
17561,139,in,0,0
17562,139,Canada,0,0
17563,139,a,0,1
17564,139,few,0,0
17565,139,months,0,0
17566,139,ago,0,0
17567,139,:,0,0
17568,139,Fahim,0,0
17569,139,Ahmad,0,0
17570,139,",",0,0
17571,139,21,0,0
17572,139,",",0,0
17573,139,Toronto,0,0
17574,139,;,0,0
17575,139,Nabeel,0,0
17576,139,Hussain,0,0
17577,139,",",0,0
17578,139,21,0,0
17579,139,",",0,0
17580,139,Waltham,0,0
17581,139,Forest,0,0
17582,139,Lest,0,0
17583,139,you,0,1
17584,139,be,1,0
17585,139,confused,1,0
17586,139,with,0,0
17587,139,the,0,0
17588,139,suspects,0,0
17589,139,from,0,0
17590,139,an,0,0
17591,139,earlier,0,0
17592,139,plot,0,0
17593,139,foiled,1,0
17594,139,in,0,0
17595,139,Canada,0,0
17596,139,a,0,1
17597,139,few,0,0
17598,139,months,0,0
17599,139,ago,0,0
17600,139,:,0,0
17601,139,Fahim,0,0
17602,139,Ahmad,0,0
17603,139,",",0,0
17604,139,21,0,0
17605,139,",",0,0
17606,139,Toronto,0,0
17607,139,;,0,0
17608,140,Zakaria,0,0
17609,140,Amara,0,0
17610,140,",",0,0
17611,140,20,0,0
17612,140,",",0,0
17613,140,Mississauga,0,0
17614,140,",",0,0
17615,140,Ont.,0,0
17616,140,;,0,0
17617,141,Asad,0,0
17618,141,Ansari,0,0
17619,141,",",0,0
17620,141,21,0,0
17621,141,",",0,0
17622,141,Mississauga,0,0
17623,141,;,0,0
17624,142,Shareef,0,0
17625,142,Abdelhaleen,0,0
17626,142,",",0,0
17627,142,30,0,0
17628,142,",",0,0
17629,142,Mississauga,0,0
17630,142,;,0,0
17631,143,Qayyum,0,0
17632,143,Abdul,0,0
17633,143,Jamal,0,0
17634,143,",",0,0
17635,143,43,0,0
17636,143,",",0,0
17637,143,Mississauga,0,0
17638,143,;,0,0
17639,144,Mohammed,0,0
17640,144,Dirie,0,0
17641,144,",",0,0
17642,144,22,0,0
17643,144,",",0,0
17644,144,Kingston,0,0
17645,144,",",0,0
17646,144,Ont.,0,0
17647,144,;,0,0
17648,145,Yasim,0,0
17649,145,Abdi,0,0
17650,145,Mohamed,0,0
17651,145,",",0,0
17652,145,24,0,0
17653,145,",",0,0
17654,145,Kingston,0,0
17655,145,;,0,0
17656,146,Jahmaal,0,0
17657,146,James,0,0
17658,146,",",0,0
17659,146,23,0,0
17660,146,",",0,0
17661,146,Toronto,0,0
17662,146,;,0,0
17663,147,Amin,0,0
17664,147,Mohamed,0,0
17665,147,Durrani,0,0
17666,147,",",0,0
17667,147,19,0,0
17668,147,",",0,0
17669,147,Toronto,0,0
17670,147,;,0,0
17671,148,Steven,0,0
17672,148,Vikash,0,0
17673,148,Chand,0,0
17674,148,alias,0,0
17675,148,Abdul,0,0
17676,148,Shakur,0,0
17677,148,",",0,0
17678,148,25,0,0
17679,148,",",0,0
17680,148,Toronto,0,0
17681,148,;,0,0
17682,149,Ahmad,0,0
17683,149,Mustafa,0,0
17684,149,Ghany,0,0
17685,149,",",0,0
17686,149,21,0,0
17687,149,",",0,0
17688,149,Mississauga,0,0
17689,149,;,0,0
17690,150,Saad,0,0
17691,150,Khalid,0,0
17692,150,",",0,0
17693,150,19,0,0
17694,150,",",0,0
17695,150,of,0,0
17696,150,Eclipse,0,0
17697,150,Avenue,0,0
17698,150,",",0,0
17699,150,Mississauga,0,0
17700,150,.,0,0
17701,151,We,0,0
17702,151,'ve,0,0
17703,151,got,1,0
17704,151,a,1,0
17705,151,Steven,0,0
17706,151,",",0,0
17707,151,the,0,0
17708,151,one,0,0
17709,151,word,0,0
17710,151,that,0,1
17711,151,did,1,0
17712,151,n't,0,0
17713,151,crash,1,0
17714,151,my,0,1
17715,151,spell,0,1
17716,151,-,0,1
17717,151,check,0,1
17718,151,",",0,0
17719,151,despite,0,0
17720,151,it,0,1
17721,151,being,1,0
17722,151,followed,1,0
17723,151,by,0,1
17724,151,a,1,0
17725,151,Vikash,0,0
17726,151,Chand,0,0
17727,151,Abdul,0,0
17728,151,Shakur,0,0
17729,151,.,0,0
17730,151,We,0,0
17731,151,'ve,0,0
17732,151,got,1,0
17733,151,a,1,0
17734,151,Steven,0,0
17735,151,",",0,0
17736,151,the,0,0
17737,151,one,0,0
17738,151,word,0,0
17739,151,that,0,1
17740,151,did,1,0
17741,151,n't,0,0
17742,151,crash,1,0
17743,151,my,0,1
17744,151,spell,0,1
17745,151,-,0,1
17746,151,check,0,1
17747,151,",",0,0
17748,151,despite,0,0
17749,151,it,0,1
17750,151,being,1,0
17751,151,followed,1,0
17752,151,by,0,1
17753,151,a,1,0
17754,151,Vikash,0,0
17755,151,Chand,0,0
17756,151,Abdul,0,0
17757,151,Shakur,0,0
17758,151,.,0,0
17759,151,We,0,0
17760,151,'ve,0,0
17761,151,got,1,0
17762,151,a,1,0
17763,151,Steven,0,0
17764,151,",",0,0
17765,151,the,0,0
17766,151,one,0,0
17767,151,word,0,0
17768,151,that,0,1
17769,151,did,1,0
17770,151,n't,0,0
17771,151,crash,1,0
17772,151,my,0,1
17773,151,spell,0,1
17774,151,-,0,1
17775,151,check,0,1
17776,151,",",0,0
17777,151,despite,0,0
17778,151,it,0,1
17779,151,being,1,0
17780,151,followed,1,0
17781,151,by,0,1
17782,151,a,1,0
17783,151,Vikash,0,0
17784,151,Chand,0,0
17785,151,Abdul,0,0
17786,151,Shakur,0,0
17787,151,.,0,0
17788,151,We,0,0
17789,151,'ve,0,0
17790,151,got,1,0
17791,151,a,1,0
17792,151,Steven,0,0
17793,151,",",0,0
17794,151,the,0,0
17795,151,one,0,0
17796,151,word,0,0
17797,151,that,0,1
17798,151,did,1,0
17799,151,n't,0,0
17800,151,crash,1,0
17801,151,my,0,1
17802,151,spell,0,1
17803,151,-,0,1
17804,151,check,0,1
17805,151,",",0,0
17806,151,despite,0,0
17807,151,it,0,1
17808,151,being,1,0
17809,151,followed,1,0
17810,151,by,0,1
17811,151,a,1,0
17812,151,Vikash,0,0
17813,151,Chand,0,0
17814,151,Abdul,0,0
17815,151,Shakur,0,0
17816,151,.,0,0
17817,151,We,0,0
17818,151,'ve,0,0
17819,151,got,1,0
17820,151,a,1,0
17821,151,Steven,0,0
17822,151,",",0,0
17823,151,the,0,0
17824,151,one,0,0
17825,151,word,0,0
17826,151,that,0,1
17827,151,did,1,0
17828,151,n't,0,0
17829,151,crash,1,0
17830,151,my,0,1
17831,151,spell,0,1
17832,151,-,0,1
17833,151,check,0,1
17834,151,",",0,0
17835,151,despite,0,0
17836,151,it,0,1
17837,151,being,1,0
17838,151,followed,1,0
17839,151,by,0,1
17840,151,a,1,0
17841,151,Vikash,0,0
17842,151,Chand,0,0
17843,151,Abdul,0,0
17844,151,Shakur,0,0
17845,151,.,0,0
17846,151,We,0,0
17847,151,'ve,0,0
17848,151,got,1,0
17849,151,a,1,0
17850,151,Steven,0,0
17851,151,",",0,0
17852,151,the,0,0
17853,151,one,0,0
17854,151,word,0,0
17855,151,that,0,1
17856,151,did,1,0
17857,151,n't,0,0
17858,151,crash,1,0
17859,151,my,0,1
17860,151,spell,0,1
17861,151,-,0,1
17862,151,check,0,1
17863,151,",",0,0
17864,151,despite,0,0
17865,151,it,0,1
17866,151,being,1,0
17867,151,followed,1,0
17868,151,by,0,1
17869,151,a,1,0
17870,151,Vikash,0,0
17871,151,Chand,0,0
17872,151,Abdul,0,0
17873,151,Shakur,0,0
17874,151,.,0,0
17875,151,We,0,0
17876,151,'ve,0,0
17877,151,got,1,0
17878,151,a,1,0
17879,151,Steven,0,0
17880,151,",",0,0
17881,151,the,0,0
17882,151,one,0,0
17883,151,word,0,0
17884,151,that,0,1
17885,151,did,1,0
17886,151,n't,0,0
17887,151,crash,1,0
17888,151,my,0,1
17889,151,spell,0,1
17890,151,-,0,1
17891,151,check,0,1
17892,151,",",0,0
17893,151,despite,0,0
17894,151,it,0,1
17895,151,being,1,0
17896,151,followed,1,0
17897,151,by,0,1
17898,151,a,1,0
17899,151,Vikash,0,0
17900,151,Chand,0,0
17901,151,Abdul,0,0
17902,151,Shakur,0,0
17903,151,.,0,0
17904,152,Folks,0,0
17905,152,",",0,0
17906,152,if,0,0
17907,152,it,0,1
17908,152,'s,1,0
17909,152,Islamic,0,0
17910,152,",",0,0
17911,152,and,0,0
17912,152,fascist,0,1
17913,152,",",0,0
17914,152,it,0,1
17915,152,'s,1,0
17916,152,an,0,1
17917,152,Islamic,0,0
17918,152,fascist,0,1
17919,152,.,0,0
17920,152,Folks,0,0
17921,152,",",0,0
17922,152,if,0,0
17923,152,it,0,1
17924,152,'s,1,0
17925,152,Islamic,0,0
17926,152,",",0,0
17927,152,and,0,0
17928,152,fascist,0,1
17929,152,",",0,0
17930,152,it,0,1
17931,152,'s,1,0
17932,152,an,0,1
17933,152,Islamic,0,0
17934,152,fascist,0,1
17935,152,.,0,0
17936,153,But,0,0
17937,153,because,0,0
17938,153,we,0,1
17939,153,do,1,0
17940,153,n't,0,0
17941,153,want,1,0
17942,153,to,0,0
17943,153,sound,1,0
17944,153,hateful,0,0
17945,153,we,0,1
17946,153,must,1,0
17947,153,pretend,1,0
17948,153,everyone,0,1
17949,153,'s,1,0
17950,153,a,1,0
17951,153,possible,0,1
17952,153,suspect,0,1
17953,153,and,0,0
17954,153,make,1,0
17955,153,airline,0,1
17956,153,travel,1,0
17957,153,more,0,0
17958,153,miserable,0,0
17959,153,than,0,0
17960,153,it,0,1
17961,153,'s,1,0
17962,153,ever,0,1
17963,153,been,1,0
17964,153,.,0,0
17965,153,But,0,0
17966,153,because,0,0
17967,153,we,0,1
17968,153,do,1,0
17969,153,n't,0,0
17970,153,want,1,0
17971,153,to,0,0
17972,153,sound,1,0
17973,153,hateful,0,0
17974,153,we,0,1
17975,153,must,1,0
17976,153,pretend,1,0
17977,153,everyone,0,1
17978,153,'s,1,0
17979,153,a,1,0
17980,153,possible,0,1
17981,153,suspect,0,1
17982,153,and,0,0
17983,153,make,1,0
17984,153,airline,0,1
17985,153,travel,1,0
17986,153,more,0,0
17987,153,miserable,0,0
17988,153,than,0,0
17989,153,it,0,1
17990,153,'s,1,0
17991,153,ever,0,1
17992,153,been,1,0
17993,153,.,0,0
17994,153,But,0,0
17995,153,because,0,0
17996,153,we,0,1
17997,153,do,1,0
17998,153,n't,0,0
17999,153,want,1,0
18000,153,to,0,0
18001,153,sound,1,0
18002,153,hateful,0,0
18003,153,we,0,1
18004,153,must,1,0
18005,153,pretend,1,0
18006,153,everyone,0,1
18007,153,'s,1,0
18008,153,a,1,0
18009,153,possible,0,1
18010,153,suspect,0,1
18011,153,and,0,0
18012,153,make,1,0
18013,153,airline,0,1
18014,153,travel,1,0
18015,153,more,0,0
18016,153,miserable,0,0
18017,153,than,0,0
18018,153,it,0,1
18019,153,'s,1,0
18020,153,ever,0,1
18021,153,been,1,0
18022,153,.,0,0
18023,153,But,0,0
18024,153,because,0,0
18025,153,we,0,1
18026,153,do,1,0
18027,153,n't,0,0
18028,153,want,1,0
18029,153,to,0,0
18030,153,sound,1,0
18031,153,hateful,0,0
18032,153,we,0,1
18033,153,must,1,0
18034,153,pretend,1,0
18035,153,everyone,0,1
18036,153,'s,1,0
18037,153,a,1,0
18038,153,possible,0,1
18039,153,suspect,0,1
18040,153,and,0,0
18041,153,make,1,0
18042,153,airline,0,1
18043,153,travel,1,0
18044,153,more,0,0
18045,153,miserable,0,0
18046,153,than,0,0
18047,153,it,0,1
18048,153,'s,1,0
18049,153,ever,0,1
18050,153,been,1,0
18051,153,.,0,0
18052,153,But,0,0
18053,153,because,0,0
18054,153,we,0,1
18055,153,do,1,0
18056,153,n't,0,0
