,number,token
28681,1315,countries
28682,1315,still
28683,1315,trade
28684,1315,with
28685,1315,Iran
28686,1315,","
28687,1315,try
28688,1315,to
28689,1315,appease
28690,1315,it
28691,1315,and
28692,1315,refuse
28693,1315,to
28694,1315,read
28695,1315,the
28696,1315,clear
28697,1315,signals
28698,1315,.
28699,1316,In
28700,1316,order
28701,1316,to
28702,1316,win
28703,1316,the
28704,1316,war
28705,1316,it
28706,1316,is
28707,1316,also
28708,1316,necessary
28709,1316,to
28710,1316,dry
28711,1316,the
28712,1316,financial
28713,1316,resources
28714,1316,of
28715,1316,the
28716,1316,terror
28717,1316,conglomerate
28718,1316,.
28719,1317,It
28720,1317,is
28721,1317,pointless
28722,1317,to
28723,1317,try
28724,1317,to
28725,1317,understand
28726,1317,the
28727,1317,subtle
28728,1317,differences
28729,1317,between
28730,1317,the
28731,1317,Sunni
28732,1317,terror
28733,1317,of
28734,1317,Al
28735,1317,Qaeda
28736,1317,and
28737,1317,Hamas
28738,1317,and
28739,1317,the
28740,1317,Shiite
28741,1317,terror
28742,1317,of
28743,1317,Hezbollah
28744,1317,","
28745,1317,Sadr
28746,1317,and
28747,1317,other
28748,1317,Iranian
28749,1317,-
28750,1317,inspired
28751,1317,enterprises
28752,1317,.
28753,1318,When
28754,1318,it
28755,1318,serves
28756,1318,their
28757,1318,business
28758,1318,needs
28759,1318,","
28760,1318,all
28761,1318,of
28762,1318,them
28763,1318,collaborate
28764,1318,beautifully
28765,1318,.
28766,1319,It
28767,1319,is
28768,1319,crucial
28769,1319,to
28770,1319,stop
28771,1319,Saudi
28772,1319,and
28773,1319,other
28774,1319,financial
28775,1319,support
28776,1319,of
28777,1319,the
28778,1319,outer
28779,1319,circle
28780,1319,","
28781,1319,which
28782,1319,is
28783,1319,the
28784,1319,fertile
28785,1319,breeding
28786,1319,ground
28787,1319,of
28788,1319,terror
28789,1319,.
28790,1320,It
28791,1320,is
28792,1320,important
28793,1320,to
28794,1320,monitor
28795,1320,all
28796,1320,donations
28797,1320,from
28798,1320,the
28799,1320,Western
28800,1320,World
28801,1320,to
28802,1320,Islamic
28803,1320,organizations
28804,1320,","
28805,1320,to
28806,1320,monitor
28807,1320,the
28808,1320,finances
28809,1320,of
28810,1320,international
28811,1320,relief
28812,1320,organizations
28813,1320,and
28814,1320,to
28815,1320,react
28816,1320,with
28817,1320,forceful
28818,1320,economic
28819,1320,measures
28820,1320,to
28821,1320,any
28822,1320,small
28823,1320,sign
28824,1320,of
28825,1320,financial
28826,1320,aid
28827,1320,to
28828,1320,any
28829,1320,of
28830,1320,the
28831,1320,three
28832,1320,circles
28833,1320,of
28834,1320,terrorism
28835,1320,.
28836,1321,It
28837,1321,is
28838,1321,also
28839,1321,important
28840,1321,to
28841,1321,act
28842,1321,decisively
28843,1321,against
28844,1321,the
28845,1321,campaign
28846,1321,of
28847,1321,lies
28848,1321,and
28849,1321,fabrications
28850,1321,and
28851,1321,to
28852,1321,monitor
28853,1321,those
28854,1321,Western
28855,1321,media
28856,1321,who
28857,1321,collaborate
28858,1321,with
28859,1321,it
28860,1321,out
28861,1321,of
28862,1321,naivety
28863,1321,","
28864,1321,financial
28865,1321,interests
28866,1321,or
28867,1321,ignorance
28868,1321,.
28869,1322,Above
28870,1322,all
28871,1322,","
28872,1322,never
28873,1322,surrender
28874,1322,to
28875,1322,terror
28876,1322,.
28877,1323,No
28878,1323,one
28879,1323,will
28880,1323,ever
28881,1323,know
28882,1323,whether
28883,1323,the
28884,1323,recent
28885,1323,elections
28886,1323,in
28887,1323,Spain
28888,1323,would
28889,1323,have
28890,1323,yielded
28891,1323,a
28892,1323,different
28893,1323,result
28894,1323,","
28895,1323,if
28896,1323,not
28897,1323,for
28898,1323,the
28899,1323,train
28900,1323,bombings
28901,1323,a
28902,1323,few
28903,1323,days
28904,1323,earlier
28905,1323,.
28906,1324,But
28907,1324,it
28908,1324,really
28909,1324,does
28910,1324,not
28911,1324,matter
28912,1324,.
28913,1325,What
28914,1325,matters
28915,1325,is
28916,1325,that
28917,1325,the
28918,1325,terrorists
28919,1325,believe
28920,1325,that
28921,1325,they
28922,1325,caused
28923,1325,the
28924,1325,result
28925,1325,and
28926,1325,that
28927,1325,they
28928,1325,won
28929,1325,by
28930,1325,driving
28931,1325,Spain
28932,1325,out
28933,1325,of
28934,1325,Iraq
28935,1325,.
28936,1326,The
28937,1326,Spanish
28938,1326,story
28939,1326,will
28940,1326,surely
28941,1326,end
28942,1326,up
28943,1326,being
28944,1326,extremely
28945,1326,costly
28946,1326,to
28947,1326,other
28948,1326,European
28949,1326,countries
28950,1326,","
28951,1326,including
28952,1326,France
28953,1326,","
28954,1326,who
28955,1326,is
28956,1326,now
28957,1326,expelling
28958,1326,inciting
28959,1326,preachers
28960,1326,and
28961,1326,forbidding
28962,1326,veils
28963,1326,and
28964,1326,including
28965,1326,others
28966,1326,who
28967,1326,sent
28968,1326,troops
28969,1326,to
28970,1326,Iraq
28971,1326,.
28972,1327,In
28973,1327,the
28974,1327,long
28975,1327,run
28976,1327,","
28977,1327,Spain
28978,1327,itself
28979,1327,will
28980,1327,pay
28981,1327,even
28982,1327,more
28983,1327,.
28984,1328,Is
28985,1328,the
28986,1328,solution
28987,1328,a
28988,1328,democratic
28989,1328,Arab
28990,1328,world
28991,1328,?
28992,1329,If
28993,1329,by
28994,1329,democracy
28995,1329,we
28996,1329,mean
28997,1329,free
28998,1329,elections
28999,1329,but
29000,1329,also
29001,1329,free
29002,1329,press
29003,1329,","
29004,1329,free
29005,1329,speech
29006,1329,","
29007,1329,a
29008,1329,functioning
29009,1329,judicial
29010,1329,system
29011,1329,","
29012,1329,civil
29013,1329,liberties
29014,1329,","
29015,1329,equality
29016,1329,to
29017,1329,women
29018,1329,","
29019,1329,free
29020,1329,international
29021,1329,travel
29022,1329,","
29023,1329,exposure
29024,1329,to
29025,1329,international
29026,1329,media
29027,1329,and
29028,1329,ideas
29029,1329,","
29030,1329,laws
29031,1329,against
29032,1329,racial
29033,1329,incitement
29034,1329,and
29035,1329,against
29036,1329,defamation
29037,1329,","
29038,1329,and
29039,1329,avoidance
29040,1329,of
29041,1329,lawless
29042,1329,behavior
29043,1329,regarding
29044,1329,hospitals
29045,1329,","
29046,1329,places
29047,1329,of
29048,1329,worship
29049,1329,and
29050,1329,children
29051,1329,","
29052,1329,then
29053,1329,yes
29054,1329,","
29055,1329,democracy
29056,1329,is
29057,1329,the
29058,1329,solution
29059,1329,.
29060,1330,If
29061,1330,democracy
29062,1330,is
29063,1330,just
29064,1330,free
29065,1330,elections
29066,1330,","
29067,1330,it
29068,1330,is
29069,1330,likely
29070,1330,that
29071,1330,the
29072,1330,most
29073,1330,fanatic
29074,1330,regime
29075,1330,will
29076,1330,be
29077,1330,elected
29078,1330,","
29079,1330,the
29080,1330,one
29081,1330,whose
29082,1330,incitement
29083,1330,and
29084,1330,fabrications
29085,1330,are
29086,1330,the
29087,1330,most
29088,1330,inflammatory
29089,1330,.
29090,1331,We
29091,1331,have
29092,1331,seen
29093,1331,it
29094,1331,already
29095,1331,in
29096,1331,Algeria
29097,1331,and
29098,1331,","
29099,1331,to
29100,1331,a
29101,1331,certain
29102,1331,extent
29103,1331,","
29104,1331,in
29105,1331,Turkey
29106,1331,.
29107,1332,It
29108,1332,will
29109,1332,happen
29110,1332,again
29111,1332,","
29112,1332,if
29113,1332,the
29114,1332,ground
29115,1332,is
29116,1332,not
29117,1332,prepared
29118,1332,very
29119,1332,carefully
29120,1332,.
29121,1333,On
29122,1333,the
29123,1333,other
29124,1333,hand
29125,1333,","
29126,1333,a
29127,1333,certain
29128,1333,transition
29129,1333,democracy
29130,1333,","
29131,1333,as
29132,1333,in
29133,1333,Jordan
29134,1333,","
29135,1333,may
29136,1333,be
29137,1333,a
29138,1333,better
29139,1333,temporary
29140,1333,solution
29141,1333,","
29142,1333,paving
29143,1333,the
29144,1333,way
29145,1333,for
29146,1333,the
29147,1333,real
29148,1333,thing
29149,1333,","
29150,1333,perhaps
29151,1333,in
29152,1333,the
29153,1333,same
29154,1333,way
29155,1333,that
29156,1333,an
29157,1333,immediate
29158,1333,sudden
29159,1333,democracy
29160,1333,did
29161,1333,not
29162,1333,work
29163,1333,in
29164,1333,Russia
29165,1333,and
29166,1333,would
29167,1333,not
29168,1333,have
29169,1333,worked
29170,1333,in
29171,1333,China
29172,1333,.
29173,1334,I
29174,1334,have
29175,1334,no
29176,1334,doubt
29177,1334,that
29178,1334,the
29179,1334,civilized
29180,1334,world
29181,1334,will
29182,1334,prevail
29183,1334,.
29184,1335,But
29185,1335,the
29186,1335,longer
29187,1335,it
29188,1335,takes
29189,1335,us
29190,1335,to
29191,1335,understand
29192,1335,the
29193,1335,new
29194,1335,landscape
29195,1335,of
29196,1335,this
29197,1335,war
29198,1335,","
29199,1335,the
29200,1335,more
29201,1335,costly
29202,1335,and
29203,1335,painful
29204,1335,the
29205,1335,victory
29206,1335,will
29207,1335,be
29208,1335,.
29209,1336,Europe
29210,1336,","
29211,1336,more
29212,1336,than
29213,1336,any
29214,1336,other
29215,1336,region
29216,1336,","
29217,1336,is
29218,1336,the
29219,1336,key
29220,1336,.
29221,1337,Its
29222,1337,understandable
29223,1337,recoil
29224,1337,from
29225,1337,wars
29226,1337,","
29227,1337,following
29228,1337,the
29229,1337,horrors
29230,1337,of
29231,1337,World
29232,1337,War
29233,1337,II
29234,1337,","
29235,1337,may
29236,1337,cost
29237,1337,thousands
29238,1337,of
29239,1337,additional
29240,1337,innocent
29241,1337,lives
29242,1337,","
29243,1337,before
29244,1337,the
29245,1337,tide
29246,1337,will
29247,1337,turn
29248,1337,.
29249,1337,""""
29250,1338,Zawahiri
29251,1338,was
29252,1338,associated
29253,1338,with
29254,1338,a
29255,1338,faction
29256,1338,of
29257,1338,the
29258,1338,Egyptian
29259,1338,Islamic
29260,1338,Jihad
29261,1338,known
29262,1338,as
29263,1338,the
29264,1338,Vanguards
29265,1338,of
29266,1338,Conquest
29267,1338,.
29268,1339,Zawahiri
29269,1339,and
29270,1339,the
29271,1339,Vanguards
29272,1339,of
29273,1339,Conquest
29274,1339,were
29275,1339,seeking
29276,1339,to
29277,1339,recreate
29278,1339,Mohammed
29279,1339,'s
29280,1339,taking
29281,1339,of
29282,1339,mecca
29283,1339,by
29284,1339,a
29285,1339,small
29286,1339,band
29287,1339,through
29288,1339,violent
29289,1339,attacks
29290,1339,on
29291,1339,Egyptian
29292,1339,leaders
29293,1339,.
29294,1340,By
29295,1340,1998
29296,1340,","
29297,1340,Zawahiri
29298,1340,had
29299,1340,determined
29300,1340,that
29301,1340,the
29302,1340,Egyptian
29303,1340,Islamic
29304,1340,Jihad
29305,1340,should
29306,1340,focus
29307,1340,on
29308,1340,its
29309,1340,struggle
29310,1340,against
29311,1340,the
29312,1340,United
29313,1340,States
29314,1340,and
29315,1340,hold
29316,1340,off
29317,1340,on
29318,1340,further
29319,1340,attacks
29320,1340,against
29321,1340,the
29322,1340,Egyptian
29323,1340,regime
29324,1340,.
29325,1341,A
29326,1341,key
29327,1341,question
29328,1341,is
29329,1341,how
29330,1341,they
29331,1341,acquired
29332,1341,the
29333,1341,anthrax
29334,1341,strain
29335,1341,first
29336,1341,isolated
29337,1341,by
29338,1341,the
29339,1341,Texas
29340,1341,Veterinary
29341,1341,Medical
29342,1341,Diagnostic
29343,1341,Lab
29344,1341,in
29345,1341,1980
29346,1341,.
29347,1342,According
29348,1342,to
29349,1342,senior
29350,1342,counter
29351,1342,terrorism
29352,1342,officials
29353,1342,","
29354,1342,both
29355,1342,here
29356,1342,and
29357,1342,abroad
29358,1342,","
29359,1342,among
29360,1342,the
29361,1342,supporters
29362,1342,of
29363,1342,these
29364,1342,militant
29365,1342,islamists
29366,1342,were
29367,1342,people
29368,1342,who
29369,1342,blended
29370,1342,into
29371,1342,society
29372,1342,and
29373,1342,were
29374,1342,available
29375,1342,to
29376,1342,act
29377,1342,when
29378,1342,another
29379,1342,part
29380,1342,of
29381,1342,the
29382,1342,network
29383,1342,requested
29384,1342,it
29385,1342,.
29386,1343,Al
29387,1343,Qaeda
29388,1343,","
29389,1343,Anthrax
29390,1343,and
29391,1343,Ayman
29392,1343,:
29393,1343,Means
29394,1343,","
29395,1343,Motive
29396,1343,","
29397,1343,Modus
29398,1343,Operandi
29399,1343,and
29400,1343,Opportunity
29401,1344,Homeland
29402,1344,Security
29403,1345,In
29404,1345,early
29405,1345,June
29406,1345,2003
29407,1345,","
29408,1345,a
29409,1345,Central
29410,1345,Intelligence
29411,1345,Agency
29412,1345,(
29413,1345,""""
29414,1345,CIA
29415,1345,""""
29416,1345,)
29417,1345,report
29418,1345,publicly
29419,1345,disclosed
29420,1345,that
29421,1345,the
29422,1345,reason
29423,1345,for
29424,1345,Mohammed
29425,1345,Atta
29426,1345,'s
29427,1345,and
29428,1345,Zacarias
29429,1345,Moussaoui
29430,1345,'s
29431,1345,inquiries
29432,1345,into
29433,1345,cropdusters
29434,1345,was
29435,1345,for
29436,1345,the
29437,1345,contemplated
29438,1345,use
29439,1345,in
29440,1345,dispersing
29441,1345,biological
29442,1345,agents
29443,1345,such
29444,1345,as
29445,1345,anthrax
29446,1345,.
29447,1346,An
29448,1346,early
29449,1346,September
29450,1346,2003
29451,1346,Newsweek
29452,1346,article
29453,1346,included
29454,1346,a
29455,1346,rumor
29456,1346,by
29457,1346,a
29458,1346,Taliban
29459,1346,source
29460,1346,that
29461,1346,at
29462,1346,a
29463,1346,meeting
29464,1346,in
29465,1346,April
29466,1346,2003
29467,1346,Bin
29468,1346,Laden
29469,1346,was
29470,1346,planning
29471,1346,an
29472,1346,""""
29473,1346,unbelievable
29474,1346,""""
29475,1346,biological
29476,1346,attack
29477,1346,","
29478,1346,the
29479,1346,plans
29480,1346,for
29481,1346,which
29482,1346,had
29483,1346,suffered
29484,1346,a
29485,1346,setback
29486,1346,upon
29487,1346,the
29488,1346,arrest
29489,1346,of
29490,1346,Khalid
29491,1346,Shaikh
29492,1346,Mohammed
29493,1346,(
29494,1346,""""
29495,1346,KSM
29496,1346,""""
29497,1346,)
29498,1346,.
29499,1347,He
29500,1347,had
29501,1347,been
29502,1347,captured
29503,1347,the
29504,1347,previous
29505,1347,month
29506,1347,in
29507,1347,Rawalpindi
29508,1347,","
29509,1347,Pakistan
29510,1347,.
29511,1348,In
29512,1348,November
29513,1348,2003
29514,1348,","
29515,1348,a
29516,1348,report
29517,1348,by
29518,1348,a
29519,1348,UN
29520,1348,Panel
29521,1348,of
29522,1348,experts
29523,1348,concluded
29524,1348,that
29525,1348,Al
29526,1348,Qaeda
29527,1348,is
29528,1348,determined
29529,1348,to
29530,1348,use
29531,1348,chemical
29532,1348,and
29533,1348,biological
29534,1348,weapons
29535,1348,and
29536,1348,is
29537,1348,restrained
29538,1348,only
29539,1348,by
29540,1348,technical
29541,1348,difficulties
29542,1348,.
29543,1349,In
29544,1349,a
29545,1349,statement
29546,1349,issued
29547,1349,June
29548,1349,16
29549,1349,","
29550,1349,2004
29551,1349,","
29552,1349,the
29553,1349,9/11
29554,1349,Commission
29555,1349,Staff
29556,1349,concluded
29557,1349,that
29558,1349,""""
29559,1349,Al
29560,1349,Qaeda
29561,1349,had
29562,1349,an
29563,1349,ambitious
29564,1349,biological
29565,1349,weapons
29566,1349,program
29567,1349,and
29568,1349,was
29569,1349,making
29570,1349,advances
29571,1349,in
29572,1349,its
29573,1349,ability
29574,1349,to
29575,1349,produce
29576,1349,anthrax
29577,1349,prior
29578,1349,to
29579,1349,September
29580,1349,11
29581,1349,.
29582,1350,According
29583,1350,to
29584,1350,Director
29585,1350,of
29586,1350,Central
29587,1350,Intelligence
29588,1350,George
29589,1350,Tenet
29590,1350,","
29591,1350,al
29592,1350,Qaeda
29593,1350,’s
29594,1350,ability
29595,1350,to
29596,1350,conduct
29597,1350,an
29598,1350,anthrax
29599,1350,attack
29600,1350,is
29601,1350,one
29602,1350,of
29603,1350,the
29604,1350,most
29605,1350,immediate
29606,1350,threats
29607,1350,the
29608,1350,United
29609,1350,States
29610,1350,is
29611,1350,likely
29612,1350,to
29613,1350,face
29614,1350,.
29615,1350,""""
29616,1351,On
29617,1351,August
29618,1351,9
29619,1351,","
29620,1351,2004
29621,1351,","
29622,1351,it
29623,1351,was
29624,1351,announced
29625,1351,that
29626,1351,in
29627,1351,the
29628,1351,Spring
29629,1351,of
29630,1351,2001
29631,1351,","
29632,1351,a
29633,1351,man
29634,1351,named
29635,1351,El
29636,1351,-
29637,1351,Shukrijumah
29638,1351,","
29639,1351,also
29640,1351,known
29641,1351,as
29642,1351,Jafar
29643,1351,the
29644,1351,Pilot
29645,1351,","
29646,1351,who
29647,1351,was
29648,1351,part
29649,1351,of
29650,1351,a
29651,1351,""""
29652,1351,second
29653,1351,wave
29654,1351,","
29655,1351,""""
29656,1351,had
29657,1351,been
29658,1351,casing
29659,1351,New
29660,1351,York
29661,1351,City
29662,1351,helicopters
29663,1351,.
29664,1352,Photographs
29665,1352,from
29666,1352,a
29667,1352,seized
29668,1352,computer
29669,1352,disc
29670,1352,included
29671,1352,the
29672,1352,controls
29673,1352,and
29674,1352,the
29675,1352,locks
29676,1352,on
29677,1352,the
29678,1352,door
29679,1352,between
29680,1352,the
29681,1352,passengers
29682,1352,and
29683,1352,pilot
29684,1352,.
29685,1353,In
29686,1353,a
29687,1353,bulletin
29688,1353,","
29689,1353,the
29690,1353,FBI
29691,1353,noted
29692,1353,that
29693,1353,the
29694,1353,surveillance
29695,1353,might
29696,1353,relate
29697,1353,to
29698,1353,a
29699,1353,plot
29700,1353,to
29701,1353,disperse
29702,1353,a
29703,1353,chemical
29704,1353,or
29705,1353,biological
29706,1353,weapon
29707,1353,.
29708,1354,The
29709,1354,CIA
29710,1354,reportedly
29711,1354,has
29712,1354,been
29713,1354,quietly
29714,1354,building
29715,1354,a
29716,1354,case
29717,1354,that
29718,1354,the
29719,1354,anthrax
29720,1354,mailings
29721,1354,were
29722,1354,an
29723,1354,international
29724,1354,plot
29725,1354,.
29726,1355,This
29727,1355,is
29728,1355,old
29729,1355,news
29730,1355,.
29731,1356,It
29732,1356,'s
29733,1356,just
29734,1356,no
29735,1356,longer
29736,1356,bureaucratically
29737,1356,impolite
29738,1356,to
29739,1356,openly
29740,1356,contest
29741,1356,the
29742,1356,FBI
29743,1356,'s
29744,1356,(
29745,1356,former
29746,1356,)
29747,1356,theory
29748,1356,about
29749,1356,a
29750,1356,lone
29751,1356,","
29752,1356,American
29753,1356,scientist
29754,1356,.
29755,1357,Many
29756,1357,people
29757,1357,have
29758,1357,argued
29759,1357,that
29760,1357,a
29761,1357,US
29762,1357,-
29763,1357,based
29764,1357,Al
29765,1357,Qaeda
29766,1357,operative
29767,1357,is
29768,1357,behind
29769,1357,the
29770,1357,earlier
29771,1357,Fall
29772,1357,2001
29773,1357,anthrax
29774,1357,mailings
29775,1357,in
29776,1357,the
29777,1357,US
29778,1357,","
29779,1357,and
29780,1357,that
29781,1357,the
29782,1357,mailings
29783,1357,served
29784,1357,as
29785,1357,a
29786,1357,threat
29787,1357,and
29788,1357,warning
29789,1357,.
29790,1358,Princeton
29791,1358,islamist
29792,1358,scholar
29793,1358,Bernard
29794,1358,Lewis
29795,1358,has
29796,1358,explained
29797,1358,that
29798,1358,while
29799,1358,islamists
29800,1358,may
29801,1358,disagree
29802,1358,about
29803,1358,whether
29804,1358,killing
29805,1358,innocents
29806,1358,is
29807,1358,sanctioned
29808,1358,by
29809,1358,the
29810,1358,laws
29811,1358,of
29812,1358,jihad
29813,1358,","
29814,1358,extremists
29815,1358,like
29816,1358,Zawahiri
29817,1358,agree
29818,1358,that
29819,1358,notice
29820,1358,must
29821,1358,be
29822,1358,given
29823,1358,before
29824,1358,biochemical
29825,1358,weapons
29826,1358,are
29827,1358,used
29828,1358,.
29829,1359,The
29830,1359,Prophet
29831,1359,'s
29832,1359,guidance
29833,1359,","
29834,1359,says
29835,1359,Michael
29836,1359,Scheuer
29837,1359,","
29838,1359,an
29839,1359,al
29840,1359,-
29841,1359,Qaeda
29842,1359,analyst
29843,1359,who
29844,1359,recently
29845,1359,retired
29846,1359,from
29847,1359,the
29848,1359,CIA
29849,1359,and
29850,1359,once
29851,1359,headed
29852,1359,its
29853,1359,Bin
29854,1359,Laden
29855,1359,unit
29856,1359,","
29857,1359,""""
29858,1359,was
29859,1359,always
29860,1359,","
29861,1359,Before
29862,1359,you
29863,1359,attack
29864,1359,someone
29865,1359,","
29866,1359,warn
29867,1359,them
29868,1359,very
29869,1359,clearly
29870,1359,...
29871,1359,""""
29872,1359,The
29873,1359,anthrax
29874,1359,mailings
29875,1359,followed
29876,1359,the
29877,1359,pattern
29878,1359,of
29879,1359,letters
29880,1359,they
29881,1359,sent
29882,1359,in
29883,1359,January
29884,1359,1997
29885,1359,to
29886,1359,newspaper
29887,1359,branches
29888,1359,in
29889,1359,Washington
29890,1359,","
29891,1359,D.C.
29892,1359,and
29893,1359,New
29894,1359,York
29895,1359,City
29896,1359,","
29897,1359,as
29898,1359,well
29899,1359,as
29900,1359,symbolic
29901,1359,targets
29902,1359,.
29903,1360,The
29904,1360,letter
29905,1360,bombs
29906,1360,were
29907,1360,sent
29908,1360,in
29909,1360,connection
29910,1360,with
29911,1360,the
29912,1360,detention
29913,1360,of
29914,1360,the
29915,1360,blind
29916,1360,sheik
29917,1360,Abdel
29918,1360,Rahman
29919,1360,and
29920,1360,those
29921,1360,responsible
29922,1360,for
29923,1360,the
29924,1360,earlier
29925,1360,World
29926,1360,Trade
29927,1360,Center
29928,1360,bombing
29929,1360,in
29930,1360,1993
29931,1360,.
29932,1361,Handwritten
29933,1361,notes
29934,1361,and
29935,1361,files
29936,1361,on
29937,1361,a
29938,1361,laptop
29939,1361,seized
29940,1361,upon
29941,1361,the
29942,1361,capture
29943,1361,of
29944,1361,KSM
29945,1361,","
29946,1361,Al
29947,1361,Qaeda
29948,1361,'s
29949,1361,#
29950,1361,3
29951,1361,","
29952,1361,included
29953,1361,a
29954,1361,feasible
29955,1361,anthrax
29956,1361,production
29957,1361,plan
29958,1361,using
29959,1361,a
29960,1361,spray
29961,1361,dryer
29962,1361,and
29963,1361,addressed
29964,1361,the
29965,1361,recruitment
29966,1361,of
29967,1361,necessary
29968,1361,expertise
29969,1361,.
29970,1362,What
29971,1362,your
29972,1362,morning
29973,1362,paper
29974,1362,did
29975,1362,not
29976,1362,tell
29977,1362,you
29978,1362,","
29979,1362,however
29980,1362,","
29981,1362,was
29982,1362,that
29983,1362,the
29984,1362,CIA
29985,1362,seized
29986,1362,a
29987,1362,similar
29988,1362,disc
29989,1362,from
29990,1362,Ayman
29991,1362,Zawahiri
29992,1362,'s
29993,1362,right
29994,1362,-
29995,1362,hand
29996,1362,","
29997,1362,Ahmed
29998,1362,Salama
29999,1362,Mabruk
30000,1362,","
30001,1362,5
30002,1362,years
30003,1362,earlier
30004,1362,.
30005,1363,The
30006,1363,computer
30007,1363,disk
30008,1363,was
30009,1363,confiscated
30010,1363,from
30011,1363,him
30012,1363,during
30013,1363,his
30014,1363,arrest
30015,1363,by
30016,1363,the
30017,1363,CIA
30018,1363,in
30019,1363,Azerbaijan
30020,1363,and
30021,1363,handed
30022,1363,over
30023,1363,to
30024,1363,the
30025,1363,Egyptian
30026,1363,authorities
30027,1363,.
30028,1364,Mabruk
30029,1364,","
30030,1364,at
30031,1364,the
30032,1364,time
30033,1364,","
30034,1364,was
30035,1364,the
30036,1364,head
30037,1364,of
30038,1364,Jihad
30039,1364,'s
30040,1364,military
30041,1364,operations
30042,1364,.
30043,1365,There
30044,1365,is
30045,1365,a
30046,1365,risk
30047,1365,that
30048,1365,observers
30049,1365,underestimate
30050,1365,the
30051,1365,time
30052,1365,that
30053,1365,Al
30054,1365,Qaeda
30055,1365,has
30056,1365,had
30057,1365,to
30058,1365,make
30059,1365,progress
30060,1365,in
30061,1365,such
30062,1365,recruitment
30063,1365,and
30064,1365,research
30065,1365,and
30066,1365,development
30067,1365,.
30068,1366,Some
30069,1366,may
30070,1366,still
30071,1366,think
30072,1366,that
30073,1366,even
30074,1366,in
30075,1366,the
30076,1366,final
30077,1366,stages
30078,1366,of
30079,1366,the
30080,1366,9/11
30081,1366,plot
30082,1366,","
30083,1366,Zacarias
30084,1366,Moussaoui
30085,1366,was
30086,1366,going
30087,1366,to
30088,1366,fly
30089,1366,a
30090,1366,5th
30091,1366,plane
30092,1366,into
30093,1366,the
30094,1366,Capitol
30095,1366,or
30096,1366,White
30097,1366,House
30098,1366,.
30099,1367,Others
30100,1367,argue
30101,1367,that
30102,1367,he
30103,1367,was
30104,1367,to
30105,1367,be
30106,1367,part
30107,1367,of
30108,1367,a
30109,1367,second
30110,1367,wave
30111,1367,of
30112,1367,airliners
30113,1367,directed
30114,1367,to
30115,1367,targets
30116,1367,on
30117,1367,the
30118,1367,West
30119,1367,Coast
30120,1367,.
30121,1368,There
30122,1368,is
30123,1368,an
30124,1368,e
30125,1368,-
30126,1368,mail
30127,1368,by
30128,1368,Moussaoui
30129,1368,","
30130,1368,however
30131,1368,","
30132,1368,dated
30133,1368,July
30134,1368,31
30135,1368,","
30136,1368,2001
30137,1368,indicating
30138,1368,that
30139,1368,he
30140,1368,sought
30141,1368,to
30142,1368,take
30143,1368,a
30144,1368,crop
30145,1368,dusting
30146,1368,course
30147,1368,that
30148,1368,was
30149,1368,to
30150,1368,last
30151,1368,up
30152,1368,to
30153,1368,6
30154,1368,months
30155,1368,.
30156,1369,In
30157,1369,March
30158,1369,2003
30159,1369,","
30160,1369,Mohammed
30161,1369,reportedly
30162,1369,said
30163,1369,that
30164,1369,Moussaoui
30165,1369,was
30166,1369,not
30167,1369,going
30168,1369,to
30169,1369,be
30170,1369,part
30171,1369,of
30172,1369,9/11
30173,1369,but
30174,1369,was
30175,1369,to
30176,1369,be
30177,1369,part
30178,1369,of
30179,1369,a
30180,1369,""""
30181,1369,second
30182,1369,wave
30183,1369,.
30184,1369,""""
30185,1370,Although
30186,1370,Ramzi
30187,1370,Binalshibh
30188,1370,provided
30189,1370,him
30190,1370,$
30191,1370,"14,000"
30192,1370,in
30193,1370,July
30194,1370,","
30195,1370,accused
30196,1370,September
30197,1370,11
30198,1370,conspirator
30199,1370,Zacarias
30200,1370,Moussaoui
30201,1370,told
30202,1370,his
30203,1370,trial
30204,1370,judge
30205,1370,that
30206,1370,he
30207,1370,had
30208,1370,an
30209,1370,al
30210,1370,Qaeda
30211,1370,mission
30212,1370,that
30213,1370,would
30214,1370,have
30215,1370,come
30216,1370,after
30217,1370,the
30218,1370,terrorist
30219,1370,attacks
30220,1370,.
30221,1371,KSM
30222,1371,explained
30223,1371,that
30224,1371,Moussaoui
30225,1371,'s
30226,1371,inquiries
30227,1371,about
30228,1371,crop
30229,1371,dusters
30230,1371,may
30231,1371,have
30232,1371,been
30233,1371,related
30234,1371,to
30235,1371,the
30236,1371,anthrax
30237,1371,work
30238,1371,being
30239,1371,done
30240,1371,by
30241,1371,US
30242,1371,-
30243,1371,trained
30244,1371,biochemist
30245,1371,and
30246,1371,Al
30247,1371,Qaeda
30248,1371,operative
30249,1371,","
30250,1371,Malaysian
30251,1371,Yazid
30252,1371,Sufaat
30253,1371,.
30254,1372,Zacarias
30255,1372,Moussaoui
30256,1372,","
30257,1372,never
30258,1372,the
30259,1372,sharpest
30260,1372,tool
30261,1372,in
30262,1372,the
30263,1372,shed
30264,1372,and
30265,1372,thought
30266,1372,by
30267,1372,his
30268,1372,superiors
30269,1372,to
30270,1372,be
30271,1372,unreliable
30272,1372,","
30273,1372,has
30274,1372,told
30275,1372,the
30276,1372,judge
30277,1372,at
30278,1372,his
30279,1372,trial
30280,1372,in
30281,1372,a
30282,1372,filing
